condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,diff
1,White,0.6,24.49,0,1,0,2,394.6777778
0,Fawn,0.21,6.98,18,4,1,2,241.7534722
0,Brown,0.09,31.15,0,1,1,2,782.7333333
2,Calico,0.44,5.75,8,2,1,1,55.56527778
0,Tan,0.72,10.69,0,1,1,2,755.7159722
0,Calico,0.12,6.39,7,1,1,1,96.44305556
2,White,0.74,27.94,0,7,0,2,388.7875
1,Black,0.72,45.81,13,9,0,2,763
2,Blue,0.89,16.48,13,9,0,1,66.51458333
0,Red,0.4,9.91,0,1,1,2,436.5583333
0,Red,0.19,27.66,0,1,1,2,390.7965278
1,Brown,0.68,6.65,0,7,0,2,762.7944444
2,White,0.14,15.97,0,7,0,2,1484.640972
1,Brown,0.18,8.49,13,9,0,1,173.6423611
2,Black,0.59,44.52,13,9,1,1,32.63263889
2,Brown,0.06,10.63,0,7,1,2,3684.459028
2,White,0.53,15.36,0,7,1,2,578.7756944
1,Blue,0.18,6.53,0,1,0,1,1490.773611
2,Black,0.97,32.39,0,7,0,2,751.5368056
0,Torbie,0.2,17.47,0,1,1,1,100.6222222
2,Blue,0.25,23.24,18,4,0,1,52.47430556
0,Calico,0.08,20.35,7,1,1,1,301.5472222
0,Chocolate,0.14,12.99,0,1,1,2,1118.628472
1,White,0.2,12.34,0,1,0,2,1125.804861
0,Tan,0.67,40.03,13,9,1,2,754.4972222
1,Black,0.73,29.88,0,1,0,2,390.6576389
0,Brown,0.18,23.91,0,7,1,2,732
2,Brown,0.43,49.66,13,9,1,1,766.7006944
2,White,0.4,30.68,0,7,1,2,386.5916667
0,Black,0.39,24.36,13,9,1,2,2016
1,Black,0.67,28.04,0,1,0,2,75.77777778
1,Brown,0.04,47.86,13,9,0,1,2213.581944
2,Tricolor,0.62,7.14,13,9,1,4,174.6131944
0,Black,0.05,37.83,0,7,1,2,4404.497917
1,rare,0.15,46.06,7,1,0,1,278.5555556
1,Blue,0.33,22.17,0,1,0,1,425.7590278
1,Blue,0.3,41.47,0,1,0,2,131.8
2,White,0.68,8.19,0,7,0,2,390.4763889
1,Tan,0.59,14.25,0,7,0,2,3314.540972
2,Black,0.6,36.81,0,7,1,2,398.5270833
1,Tricolor,0.33,43.25,0,1,0,2,82.78611111
2,White,0.21,47.31,0,7,1,2,202.8229167
0,White,0.89,29,7,1,1,2,780.6527778
1,Brown,0.35,12.4,0,7,0,1,406.5388889
1,Black,0.3,44.57,7,1,0,2,3066.445139
0,White,0.98,6.06,0,1,1,4,151.6048611
1,Brown,0.22,49.34,0,1,0,1,198.59375
1,Blue,0.56,33.61,0,1,0,2,393.5006944
2,Black,0.76,41.84,13,9,1,2,390.5479167
2,Brown,0.28,15.14,13,9,1,2,752
1,Brown,0.07,43.18,13,9,0,2,1489.513194
1,Tricolor,0.54,14.83,13,9,0,2,861.6298611
2,White,0.18,43.38,0,7,0,2,142.625
2,Brown,0.08,25.12,16,9,1,1,203.375
1,Chocolate,0.45,9.4,0,1,0,1,3713.748611
0,rare,0.79,45.97,7,1,1,1,606.3416667
1,Blue,0.31,15.32,0,7,0,2,2526.676389
0,Blue,0.3,29.06,0,1,1,2,756.7375
1,White,0.77,45.06,0,1,0,2,454.6763889
2,Blue,0.9,35.74,13,9,1,1,390.6388889
1,Black,0.65,19.13,13,9,0,1,121
0,rare,0.68,33.11,13,9,1,1,584.6319444
1,Black,0.71,10.44,13,9,0,2,270.6354167
1,Black,0.84,48.15,0,1,0,2,351.5875
0,White,1,17.7,0,1,1,1,92.74513889
2,Black,0.76,20.92,18,4,0,1,1124.745833
2,Black,0.62,37.05,13,9,0,1,137.5715278
1,Black,0.12,32.41,0,1,0,2,299.8034722
1,Tan,0.94,28.54,0,1,0,2,400.6701389
1,Chocolate,0.33,37.79,0,1,0,2,1857.738889
0,Brown,0.28,29.3,0,1,1,2,190.7395833
0,Black,0.25,46.25,0,1,1,2,489.5909722
2,Black,0.87,17.61,0,1,0,1,1123.664583
2,Brown,0.55,17.11,13,9,0,2,3310.616667
1,Blue,0.83,21.71,0,7,0,1,2532.541667
0,Tortie,0.39,10.13,0,1,1,1,155.6805556
0,Black,0.32,31.95,0,1,1,1,134.6638889
1,Blue,0.89,23.2,0,1,0,2,275.5416667
0,Black,0.89,31.19,0,1,1,2,97.91180556
0,Orange,0.54,33.3,0,1,1,1,90.71736111
1,Tan,0.1,7.99,0,1,0,2,461.6465278
0,Tan,0.14,40.33,0,1,1,2,121.7333333
2,Brown,0.93,48.61,13,9,1,1,43.525
0,Black,0.25,37.34,7,1,1,1,525.5152778
2,Calico,0.79,21.96,0,1,1,1,96.80486111
2,Yellow,0.06,39.76,0,7,0,2,2777.799306
0,Brown,0.54,24.2,0,1,1,2,611.6604167
1,Blue,0.82,14.62,1,4,0,2,2012.520833
2,Orange,0.13,29.3,18,4,0,1,43
2,White,0.94,37.1,0,7,0,2,389.6861111
1,Brown,0.84,6.75,18,4,0,1,2945.445139
1,Black,0.01,13.8,0,1,0,1,88.76180556
1,Black,0.7,26.59,0,1,0,1,125.7680556
1,Brown,0.69,41.96,18,4,0,1,4404.74375
2,Blue,0.08,25.65,0,7,1,2,204.55
1,Black,0.22,17.22,0,7,0,2,916.7125
1,Black,0.1,16.2,0,1,0,2,756.7680556
0,Brown,0.69,44.38,17,9,1,1,392
2,White,0.09,25.78,13,9,1,2,206.45625
1,Black,0.49,16.72,0,1,0,2,298.7319444
1,White,0.58,31.92,0,1,0,1,114.7381944
1,White,0.28,15.94,0,1,0,1,966.7923611
0,Tortie,0.62,28.16,7,1,1,1,87.71597222
2,Black,0.63,42.49,13,9,1,2,764.7486111
0,Brown,0.54,40.04,7,1,1,2,101.3055556
0,Black,0.73,49.88,0,1,1,1,120.4618056
1,Blue,0.25,29.07,13,9,0,1,1139.509028
1,Brown,0.06,35.33,0,1,0,2,474.6805556
2,White,0.8,47.16,13,9,1,1,98.57083333
2,Black,0.41,40.01,0,7,1,2,752.7986111
2,Orange,0.6,47.22,13,9,1,1,35.59652778
1,White,0.88,43.81,13,9,0,2,1754
0,Blue,0.42,30.48,13,9,1,2,569.4930556
1,White,0.53,45,0,7,0,2,753.7743056
1,Tricolor,0.29,49.83,0,7,0,2,2335.548611
0,Brown,0.06,15.27,0,7,1,2,396.6361111
0,Blue,0.12,20.22,0,1,1,2,280.75
0,Black,0.29,19.16,0,1,1,2,756.6840278
2,Black,0.44,20.07,13,9,1,2,756.5895833
2,Black,0.68,30.91,13,9,0,2,755.5680556
0,Black,0.34,37.23,18,4,1,1,4408.402083
0,Tan,0.58,9.31,0,1,1,2,397.6361111
1,Brown,0.68,15.44,0,1,0,2,142.7104167
2,Blue,0.8,30.49,13,9,1,1,51.79722222
1,Blue,0.82,35.43,0,7,0,2,753.7569444
0,Black,0.44,35.13,7,1,1,1,106.6347222
1,Orange,0.48,13.16,0,1,0,1,399.6486111
0,Brown,0.92,31.8,0,7,1,2,2045.604861
1,Fawn,0.01,29.98,7,1,0,2,283.6409722
1,White,0.38,33.99,7,1,0,1,774.4361111
0,Orange,0.41,45.75,0,1,1,1,1125.491667
2,Tan,0.23,45.08,0,7,1,2,749.5819444
0,Brown,0.18,42.05,7,1,1,1,794.5333333
0,Black,0.49,46.9,7,1,1,2,3031.390278
1,Brown,0.98,42.82,0,1,0,2,755.7104167
1,Orange,0.94,13.9,0,7,0,1,1857.570833
2,Torbie,0.85,10.13,0,7,1,1,2215.550694
0,Tan,0.92,43.85,13,9,1,2,829.5444444
2,Gray,0.44,5.77,16,9,0,1,1849.375
1,Orange,0.7,13.08,0,1,0,1,96.55902778
1,Blue,0.55,45.62,0,7,0,1,142.4736111
0,Tricolor,0.23,48.85,13,9,1,2,151
2,White,0.22,13.12,16,9,1,1,753.375
1,Black,0.16,41.59,7,1,0,2,5854.639583
2,Black,0.54,23.02,0,1,1,1,84.49097222
0,Blue,0.56,34.45,17,9,1,1,391
1,Red,0.01,17.07,0,1,0,2,391.7159722
0,Brown,0.58,36.57,0,1,1,2,3712.588889
1,Tan,0.39,23.06,12,1,0,2,241.5173611
1,Blue,0.77,44.06,0,1,0,2,330.7298611
1,White,0.4,25.22,13,9,0,2,757.6534722
1,Brown,0.66,45.53,0,7,0,2,389.7145833
2,Cream,0.97,21.12,13,9,0,1,35.77708333
0,Black,0.06,26.58,13,9,1,1,425.6659722
0,Black,0.57,14.59,0,1,1,2,762.74375
0,Brown,0.65,26.65,0,1,1,1,4211.707639
0,Tan,0.03,14.28,0,1,1,2,1574.561806
1,White,0.98,48.69,0,7,0,2,2580.701389
1,Orange,0.26,33.22,7,1,0,1,99.50347222
0,White,0.93,24.06,0,1,1,1,452.7555556
1,Brown,0.61,22.17,0,1,0,2,85.75277778
0,White,0.52,28.06,0,1,1,2,329.7097222
1,White,0.31,47.53,13,9,0,2,1120.579167
0,Blue,0.81,25.45,0,1,1,2,789.7041667
2,Black,0.86,23.24,13,9,0,1,80.62222222
2,Tan,0.08,49.2,13,9,0,2,569.4666667
0,Chocolate,0.54,27.46,0,1,1,2,85.72986111
0,Black,0.68,8.08,0,1,1,1,105.6375
0,Black,0.01,45.67,0,1,1,2,784.4819444
0,Black,0.08,7.6,0,1,1,2,391.5701389
0,Tan,0.23,23.15,0,1,1,2,3883.734722
1,Orange,0.74,11.34,9,2,0,1,1394.452778
2,Brown,0.21,13.89,16,9,1,1,387.375
2,Tan,0.2,34.18,13,9,0,2,330.6194444
0,Brown,0.69,13.12,0,1,1,2,184.7083333
0,Black,0.12,27.82,13,9,1,1,768.4625
1,Black,0.11,42.74,16,9,0,1,267.8041667
0,White,0.28,20.62,0,7,1,2,2632.634722
1,Brown,0.46,35.65,0,7,0,2,752.7659722
1,Gray,0.07,36.33,0,7,0,2,926.7694444
1,Chocolate,0.46,13.51,0,7,0,2,759.7131944
1,Blue,0.37,20.85,0,7,0,2,1348.561111
1,Black,0.11,27.42,13,9,0,2,334
1,White,0.65,42.61,0,1,0,2,86.70138889
0,Black,0.94,37.74,7,1,1,1,98.69236111
2,Brown,0.93,24.42,0,7,0,2,752.6194444
1,Black,0.77,7.88,0,1,0,2,392.5909722
1,Blue,0.39,48.89,0,7,0,2,451.7722222
1,Brown,0.87,22.64,0,1,0,2,391.7729167
2,Orange,0.01,43.97,13,9,0,1,52.68472222
0,Gray,0.65,43.61,0,1,1,2,1121.790972
0,Black,0,32.7,7,1,1,1,1503.355556
0,Blue,0.2,23.44,0,1,1,2,3388.514583
1,Red,0.43,11.12,0,7,0,2,2580.759722
0,Brown,0.08,10.96,0,1,1,1,143.725
2,Black,0.48,12.36,13,9,1,1,65.60694444
0,Chocolate,0.94,14.38,0,1,1,2,1084.229167
1,Fawn,0.49,15.74,0,7,0,2,386.5097222
0,White,0.16,44.55,7,1,1,2,3438.547917
2,Black,0.58,6.99,16,9,0,1,113.375
0,Tan,0.47,23.52,13,9,1,2,781
0,Brown,0.34,29.27,0,1,1,1,186.7951389
2,Brown,0.45,46.02,13,9,1,2,88
1,White,0.92,19.16,0,1,0,2,88.68194444
0,Brown,0.11,13.71,13,9,1,1,391.75625
2,White,0.97,23.89,13,9,0,1,40.59652778
0,Black,0.09,47.51,7,1,1,1,487.4763889
1,Black,0.05,7.95,0,7,0,2,4234.59375
0,Brown,0.85,23.27,13,9,1,2,2496.545139
2,Tricolor,0.18,21,0,1,0,2,86.76805556
1,Brown,0.47,16.51,7,1,0,2,92.33333333
0,Chocolate,0.14,37.17,0,1,1,2,763.6388889
0,Brown,0.51,30.76,13,9,1,2,574
2,Tan,0.11,44.01,0,1,1,2,272.5972222
1,Cream,0.05,39.89,7,1,0,1,110.3631944
0,White,0.94,22.69,0,7,1,2,4045.478472
1,Buff,0.03,39.16,0,1,0,2,398.7618056
1,Gray,0.89,23.2,0,1,0,2,793.6916667
2,Tortie,0.76,48.87,16,9,1,1,387.375
0,White,0.37,48.88,0,1,1,2,1122.740278
0,Torbie,0.57,35.97,0,1,1,1,389.7770833
2,Yellow,0.2,41.86,13,9,0,2,393.4854167
2,Brown,0.25,43.4,0,7,1,2,3309.499306
0,Calico,0.97,47.99,0,1,1,1,103.7375
0,Tortie,0.54,24.83,0,1,1,1,92.79166667
1,Orange,0.45,5.32,7,1,0,1,97.64513889
1,Brown,0.82,27.12,13,9,0,1,90.57916667
1,Black,0.29,48.83,0,7,0,2,1491.728472
1,Orange,0.59,13.85,0,1,0,1,123.7951389
0,Torbie,0.31,23.09,0,1,1,1,94.77291667
0,White,0.69,47.46,0,1,1,1,395.7180556
2,Calico,0.39,34.7,13,9,1,1,43.68819444
0,White,0.57,32.49,0,7,1,2,388.7340278
0,White,0.74,18.94,0,1,1,2,4405.554861
0,Red,0.32,45.76,0,1,1,2,396.7166667
1,Chocolate,0.06,14.03,0,1,0,2,411.7625
0,Black,0.03,40.2,0,1,1,2,798.4694444
2,Blue,0.56,15.66,4,4,0,2,799.7222222
0,Black,0.72,29.21,0,1,1,2,1121.709722
1,Brown,0.08,46.56,0,1,0,2,1529.51875
2,Brown,0.57,45.68,9,2,0,2,23.66597222
1,Tan,0.37,31.41,0,1,0,2,2948.775
2,Chocolate,0.25,18.68,0,1,0,2,2958.61875
1,White,0.95,46.38,0,1,0,2,85.70902778
0,Tan,0.48,44.25,0,7,1,2,2425.497917
0,Tan,0.03,39.44,13,9,1,2,1130
0,Black,0.37,35.59,0,7,1,2,562.5118056
1,White,0.63,13.43,0,1,0,2,98.78055556
1,Buff,0.11,26.22,0,1,0,2,360.7340278
1,Brown,0.07,10.88,7,1,0,1,120.8041667
0,White,0.55,22.44,0,7,1,2,2201.527083
1,Brown,0.01,9.59,0,7,0,2,5578.563194
2,Brown,0.57,25.97,16,9,1,1,392.6652778
0,Red,0.85,48.15,0,7,1,2,756.6708333
0,White,0.5,26.75,0,1,1,1,471.61875
0,Black,0.02,9.79,0,7,1,2,386.7701389
0,Tricolor,0.9,43.32,0,1,1,2,389.7659722
0,White,0.23,43.17,0,1,1,4,459.7222222
0,Black,0.05,9.05,0,1,1,2,202.8194444
2,rare,0.52,41.54,13,9,0,1,79.55763889
1,Tan,0.54,12.95,0,1,0,2,177.7555556
1,Black,0.57,39.04,7,1,0,1,581.7305556
2,Blue,0.55,9.87,13,9,1,2,3155.78125
0,Black,0.68,43.73,7,1,1,1,749.4201389
1,Black,0.54,40.96,16,9,0,1,386.3923611
1,Gray,0.85,29.47,0,1,0,2,754.7215278
1,White,0.97,26.2,0,7,0,2,760.7708333
2,Black,0.86,8.13,13,9,0,1,38.80138889
2,Black,0.49,49.29,13,9,0,2,402.5083333
0,Brown,0.48,23.74,0,1,1,2,397.7743056
1,Brown,0.29,25.67,0,7,0,2,1235.576389
2,Blue,0.69,41.45,13,9,0,1,45.5625
1,Brown,0.51,29.93,7,1,0,1,1285.622222
1,Black,0.87,22.16,7,1,0,1,124.5694444
2,Tan,0.93,8.98,0,7,1,2,1118.653472
0,Red,0.02,34.17,0,7,1,2,1847.757639
0,Tricolor,0.25,31.18,7,1,1,2,1838.083333
0,Chocolate,0.2,29.33,0,1,1,2,96.72847222
1,Brown,0.19,7.34,0,1,0,2,76.7125
1,Black,0.64,42.76,13,9,0,2,176.7486111
2,Black,0.14,43.16,13,9,1,1,85.74583333
2,Black,0.7,19.19,13,9,1,1,79.61597222
1,Black,0.36,9.77,0,1,0,2,1120.75
1,Black,0.53,23.25,0,7,0,2,2225.703472
1,Sable,0.25,16,0,7,0,2,2216.640972
0,Blue,0.38,12.12,0,7,1,1,1206.536806
1,Black,0.47,27.61,0,7,0,2,890.7555556
2,Brown,0.26,20.61,18,4,0,2,2580.452083
1,Gray,0.3,47.51,13,9,0,2,5524.525694
0,Blue,0.84,15.32,0,7,1,2,769.46875
1,Black,0.48,31.07,0,1,0,2,779.5736111
0,White,0.36,8.85,0,1,1,2,192.6611111
2,Tricolor,0.28,28.66,0,7,0,2,334.3868056
1,Tan,0.5,11.89,0,1,0,2,756.7479167
0,Black,0.83,14,7,1,1,1,107.5569444
2,Blue,0.78,48.3,13,9,0,2,1123.520833
1,Blue,0.41,7.45,13,9,0,1,1851.568056
1,White,0.05,43.47,0,1,0,2,390.7555556
0,Black,0.28,12.45,0,7,1,2,2944.661111
1,White,0.68,26.43,0,1,0,2,114.7152778
1,Blue,0.45,40.02,0,1,0,1,127.6
1,Brown,0.27,48.58,7,1,0,2,813.6340278
1,Blue,0.21,29.98,0,1,0,1,418.7305556
2,Black,0.23,49.23,18,4,1,1,3677.510417
0,Torbie,0.45,22.56,0,1,1,1,102.7618056
1,White,0.37,43.28,0,1,0,2,1124.757639
0,Buff,0.22,38.79,0,7,1,2,1492.759028
1,Orange,0.36,28.94,0,1,0,1,82.71805556
0,Tan,0.33,22.75,0,7,1,2,1479.704167
0,rare,0.52,24.59,0,1,1,1,220.7923611
1,Black,0.08,49.62,7,1,0,2,134.4743056
2,White,0.44,24.22,0,1,0,2,2578.617361
0,Black,0.03,41.46,0,1,1,2,86.71041667
1,Black,0.37,13,0,1,0,2,117.75
0,Black,0.56,38.85,13,9,1,2,2950
2,Blue,0.04,38.79,13,9,1,1,128.5451389
0,Black,0.93,31.36,0,7,1,2,5349.529861
1,Black,0.78,46.53,7,1,0,1,95.35416667
1,Black,0.63,42.49,13,9,0,2,1129
1,White,0.78,5.81,0,1,0,2,773.6534722
1,Black,0.9,48.15,13,9,0,2,1555.499306
2,Black,0.18,20.31,17,9,0,1,301.7173611
1,Tan,0.3,47.16,0,7,0,2,2623.489583
2,Red,0.3,13.11,0,7,0,2,385.6506944
0,Tan,0.22,49.75,0,7,1,2,391.6222222
1,Black,0.44,9.98,0,1,0,2,396.7833333
2,Blue,0.93,23.47,13,9,0,1,43.55763889
0,Brown,0.61,27.19,7,1,1,1,83.76736111
1,White,0.18,35.2,0,1,0,2,117.7486111
0,Black,0,33.26,0,7,1,1,2946.639583
2,Brown,0.78,41.09,13,9,1,2,787.6368056
0,Blue,0.75,13.61,0,1,1,2,392.7847222
0,Orange,0.22,28.82,7,1,1,1,1288.286806
0,Black,0.99,10.05,0,1,1,2,755.7583333
2,Black,0.02,46.94,13,9,1,2,95.79583333
2,White,0.73,30.75,18,4,1,2,1119.680556
1,Brown,0.74,48.51,0,1,0,2,393.7027778
1,Yellow,0.24,18.43,0,7,0,2,2844.763889
1,Black,0.59,47.56,0,1,0,2,3718.686806
2,rare,0.91,6.6,0,1,1,4,751.7805556
1,Brown,0.02,26.49,0,1,0,2,389.7152778
1,Blue,0.23,10.4,7,1,0,1,91.84166667
0,Fawn,0.59,43.98,0,7,1,2,236.7229167
0,Tortie,0.77,16.3,7,1,1,1,1381.834028
1,Blue,0.47,46.14,0,1,0,2,2585.752083
1,Black,0.5,26.19,0,7,0,2,1885.625694
1,Orange,0.88,49.86,0,1,0,1,770.6930556
2,Black,0.63,38.25,13,9,1,2,297.6270833
0,Blue,0.39,23.8,0,1,1,1,1862.501389
1,Black,0.59,35.57,0,1,0,2,362.7756944
1,Chocolate,0.57,8.99,0,7,0,2,1189.616667
2,Orange,0.4,16.58,16,9,0,1,233.375
2,Tortie,0.98,14.08,16,9,1,1,384.375
1,Brown,0.52,46.12,0,7,0,2,3005.501389
2,Orange,0.24,39.25,17,9,1,1,181.8048611
1,White,0.07,29.78,7,1,0,2,2973.602778
1,rare,0.98,43.57,0,1,0,1,2220.680556
2,Blue,0.69,45.69,13,9,1,1,74.65972222
2,Blue,0.41,36.29,13,9,0,1,40.52083333
0,Blue,0.93,44.45,7,1,1,1,384.4972222
1,Tricolor,0.12,36.12,13,9,0,2,1485.779861
1,Blue,0.41,34.04,0,1,0,1,297.5513889
1,Brown,0.9,32.54,0,1,0,1,418.5270833
0,Sable,0.12,29.82,7,1,1,2,88.45277778
2,White,0.01,34.11,13,9,0,2,115.6027778
1,White,0.26,6.91,18,4,0,1,1481.795833
2,White,0.21,6.24,13,9,1,2,141.8090278
1,Brown,0.98,9.26,0,1,0,2,1322.711806
0,Blue,0.56,44.38,0,1,1,2,415.8034722
2,Black,0.07,11.53,1,4,0,2,936.4229167
0,Black,0.98,15.03,13,9,1,1,258
1,Brown,0.24,13.56,13,9,0,1,398.5097222
1,Brown,0.38,11.81,0,1,0,2,229.5847222
2,White,0.96,8.96,0,7,1,2,2946.472222
1,Tan,0.94,13.49,0,1,0,2,945.7909722
2,Brown,0.98,11.07,16,9,0,1,1117.375
0,Tan,0.36,8.05,0,1,1,2,222.7361111
0,White,0.01,14.41,0,1,1,2,472.6381944
1,Black,0.11,42.39,0,1,0,1,3004.644444
0,Brown,0.61,10.85,0,1,1,1,815.5694444
1,Black,0.58,5.2,0,1,0,2,3698.7875
1,Tricolor,0.16,14.12,0,7,0,2,1684.502778
1,Brown,0.19,30.63,0,1,0,1,397.4826389
0,rare,0.37,10.01,0,7,1,2,2578.805556
2,White,0.77,22.84,13,9,1,1,40.59652778
1,Brown,0.69,38.1,0,1,0,2,86.73263889
0,Tan,0.26,27.99,0,1,1,2,756.7604167
0,Blue,0.08,24.52,0,7,1,2,1954.643056
0,Tan,0.52,47.33,0,1,1,2,765.7409722
2,Black,0.17,13.03,16,9,0,1,386.375
2,Red,0.35,10.53,18,4,1,2,689.7520833
2,Tan,0.94,29.58,0,7,1,2,3319.670833
2,Black,0.56,21.57,18,4,0,1,143.3902778
0,Tricolor,0.51,27.66,0,1,1,2,393.7826389
1,Black,0.69,11.23,0,1,0,2,3242.786806
2,Tan,0.16,38.46,13,9,0,2,389.5618056
0,White,0.9,45.08,0,1,1,2,390.7909722
1,Tan,0.52,25.23,0,1,0,2,3678.740278
1,White,0.76,10.38,0,1,0,2,331.7770833
0,Black,0.36,39.72,0,1,1,2,229.6395833
0,Calico,0.91,26.95,16,9,1,1,1849.375
0,Tan,0.31,43.35,7,1,1,2,468.4909722
0,Tan,1,6.1,0,1,1,2,420.6069444
0,Black,0.25,10.68,7,1,1,1,87.76597222
2,Blue,0.53,48.85,8,2,1,1,83.59375
1,White,0.37,21.97,0,1,0,4,211.6493056
2,Torbie,0.97,30.92,13,9,1,1,105.5444444
0,Red,0.96,48.19,0,1,1,2,416.6486111
2,Black,0.01,23.91,17,9,1,1,755.4548611
2,Blue,0.79,16.94,13,9,1,2,42.66527778
2,Cream,0.41,42.27,0,1,0,1,80.71666667
2,Blue,0.1,10.89,13,9,0,1,54.53125
0,Brown,0.18,10.13,0,1,1,2,402
1,Black,0.46,21.68,7,1,0,1,2719.675694
2,Black,0.54,42.89,13,9,0,2,23.55555556
1,Blue,0.81,19.28,0,1,0,1,143.7763889
0,Tan,0.45,48.15,0,1,1,2,392.7888889
1,Brown,0.02,15.59,0,1,0,1,86.55833333
1,White,0.84,47.59,0,1,0,2,3342.735417
1,Brown,0.1,18.69,0,1,0,1,148.5319444
1,Black,0.11,11.66,0,1,0,2,394
1,Black,0.09,42.24,0,7,0,2,397.7041667
1,White,0.42,7.58,13,9,0,2,487.6131944
0,Brown,0.71,46.06,7,1,1,2,76.72916667
0,Tan,0.51,12.75,0,1,1,2,397.5243056
1,Gray,0.46,25.14,0,7,0,2,752.8
0,Brown,0.2,33.94,13,9,1,2,328.6756944
1,Black,0.58,15.8,0,1,0,2,448.6520833
1,Blue,0.64,28.36,16,9,0,1,753.375
2,Cream,0.92,33.79,16,9,0,1,387.375
2,Black,0.47,23.85,13,9,0,1,69.72569444
0,Tan,0.43,10.89,7,1,1,2,76.63194444
0,Gray,0.04,36.51,13,9,1,2,757.63125
1,Black,0.59,12.82,0,1,0,1,2247.704167
1,Tricolor,0.34,5.32,0,1,0,2,627.5388889
1,White,0.02,28.92,7,1,0,2,88.56458333
0,Tricolor,0.8,31.85,0,1,1,2,391.75625
2,Brown,0.63,25.26,16,9,1,1,388.375
1,Orange,0.15,31.4,0,7,0,1,156.6638889
0,Black,0.27,39.86,0,1,1,2,1674.552778
0,Brown,0.78,36.45,0,1,1,2,177.7166667
0,White,0.06,26.22,0,1,1,2,766.65625
1,White,0.83,35.83,0,1,0,2,1318.522222
0,Tan,0.08,19.93,0,1,1,2,394.8013889
2,Black,0,38.6,13,9,0,1,1882
1,Brown,0.41,5.39,0,1,0,1,90.63611111
1,Chocolate,0.58,31.75,0,1,0,2,768.5041667
1,Blue,0.66,6.6,7,1,0,2,3254.460417
1,Tan,0.83,45.27,0,7,0,2,629.5333333
2,Brown,0.71,8.26,17,9,0,1,391.6791667
0,White,0.93,29.35,18,4,1,2,1934.698611
2,Blue,0.42,41.85,13,9,1,1,34.78333333
1,Black,0.09,44.78,0,1,0,2,1219.794444
1,Black,0.38,32.99,0,1,0,1,85.72083333
0,Tortie,0.43,40.44,0,1,1,1,831
0,Orange,0.44,40.12,0,1,1,1,77.66527778
1,Red,0.8,32.43,12,1,0,2,2973.790972
0,Brown,0.1,34.85,0,1,1,2,759.4618056
0,Brown,0,44.73,0,1,1,2,396.5229167
1,Tricolor,0.25,17.14,0,7,0,2,1852.615278
0,Tricolor,0.75,31.65,0,1,1,2,395.7861111
1,Yellow,0.41,34.18,13,9,0,2,1121.489583
0,Brown,0.6,18.66,0,1,1,1,116.7777778
1,Tan,0.6,23.56,7,1,0,2,537.7291667
2,Black,0.49,33.93,17,9,0,1,147.78125
1,White,0.02,38.82,0,7,0,2,487.8020833
1,Black,0.82,49.79,7,1,0,2,3176.440972
0,Brown,0.94,25.07,15,4,1,2,735.5659722
2,Tricolor,0.57,27.18,0,7,1,2,448.4791667
2,Brown,0.6,39.94,0,7,1,2,1117.659028
1,Chocolate,0.11,31.28,0,7,0,2,4466.669444
2,Black,0.49,14.32,0,7,1,2,757.7819444
0,Black,0.29,28.65,0,7,1,2,2210.472917
1,Black,0.97,18.37,0,7,0,2,389.5347222
1,Black,0.34,40.85,0,7,0,2,2605.652083
1,Tricolor,0.38,7.6,0,1,0,2,390.7534722
2,Brown,0.24,12.51,13,9,1,2,36.69375
1,Red,0.99,27.14,0,7,0,2,755.4736111
1,Black,0.74,5.22,0,1,0,2,390.775
1,Red,0.34,20.42,13,9,0,2,393.6458333
2,Brown,0.17,10.47,13,9,0,2,98.625
1,Tan,0.85,40.93,0,1,0,2,389.7104167
1,Black,0.98,28.87,0,7,0,2,3302.575
1,Blue,0.81,9.99,0,1,0,1,97.52083333
1,Black,0.34,18.64,0,1,0,2,910.7333333
0,Tan,0.83,14.92,0,1,1,2,105.6291667
2,Blue,0.24,37.51,13,9,0,1,52.67569444
0,Brown,0.69,15.29,0,1,1,1,156.7916667
0,White,0.81,23.58,13,9,1,2,3541.778472
0,White,0.08,20.43,0,1,1,2,1847.766667
1,Blue,0.11,46.91,0,1,0,1,132.55
2,Orange,0.86,6.94,13,9,1,1,42.70763889
1,Black,0.42,27.98,0,1,0,2,3730.803472
2,Black,0.01,40.7,0,7,1,2,1118.495833
0,Brown,0.97,14.88,0,1,1,1,393.5118056
2,Black,0.99,47.25,18,4,0,2,2943.713194
1,Orange,0.19,12.98,0,1,0,1,208.7826389
1,Brown,0.3,47.1,0,1,0,2,801.5895833
2,Brown,0.06,7.51,9,2,1,1,116.3951389
2,Tan,0.16,19.03,0,7,1,2,1847.563889
1,Brown,0.11,13.74,16,9,0,1,758.375
2,Black,0.92,36.1,0,7,0,2,387.5048611
1,Brown,0.13,16.53,13,9,0,2,483.68125
0,Black,0.49,11.21,13,9,1,2,394
2,Blue,0.47,15.52,13,9,1,1,48.50833333
1,Orange,0.45,40.05,0,1,0,1,101.7666667
0,Brown,0.08,31.08,0,1,1,2,389.7486111
1,Brown,0.56,35.29,18,4,0,2,2224.799306
0,Black,0.66,38.97,0,1,1,2,796.7138889
1,Black,0.27,28.54,7,1,0,2,89.63263889
2,Black,0.1,7.24,13,9,0,1,43.79027778
1,Brown,0.47,23.08,0,1,0,2,84.75
1,White,0.12,17.26,0,1,0,2,147.7506944
